"","status","family","pval","qval","index","gene_ids","mito","n_cells_by_counts","mean_counts","log1p_mean_counts","pct_dropout_by_counts","total_counts","log1p_total_counts","n_cells","gene_short_name","use_for_ordering"
"SLC45A1","OK","negbinomial.size",0.00893216030486523,0.0405306519718053,"SLC45A1","ENSG00000162426","False",311,0.10674487,0.10142316,90.8797653958944,364,5.8998976,311,"SLC45A1",FALSE
"RERE","OK","negbinomial.size",0.00396199398130125,0.0202663979634555,"RERE","ENSG00000142599","False",2374,1.6495601,0.9743936,30.3812316715543,5625,8.635154,2374,"RERE",FALSE
"ENO1","OK","negbinomial.size",9.39764793634273e-46,9.59734795499002e-44,"ENO1","ENSG00000074800","False",3404,16.5522,2.8651793,0.175953079178881,56443,10.941004,3404,"ENO1",TRUE
"ENO1-AS1","OK","negbinomial.size",0.942595577790181,0.999999999652452,"ENO1-AS1","ENSG00000230679","False",63,0.018475072,0.01830648,98.1524926686217,63,4.158883,63,"ENO1-AS1",FALSE
"SLC2A5","OK","negbinomial.size",0.601371604842078,0.813783481712155,"SLC2A5","ENSG00000142583","False",16,0.0046920823,0.004681109,99.5307917888563,16,2.8332133,16,"SLC2A5",FALSE
"GPR157","OK","negbinomial.size",0.190682816725428,0.419009847403643,"GPR157","ENSG00000180758","False",1093,0.44780058,0.37004557,67.9472140762463,1527,7.331715,1093,"GPR157",FALSE
"MIR34AHG","OK","negbinomial.size",0.978662994006834,0.999999999652452,"MIR34AHG","ENSG00000228526","False",22,0.006451613,0.0064308904,99.3548387096774,22,3.1354942,22,"MIR34AHG",FALSE
"RP3-510D11.2","OK","negbinomial.size",0.828397416034622,0.945856976662292,"RP3-510D11.2","ENSG00000234546","False",91,0.028152492,0.027763495,97.3313782991202,96,4.574711,91,"RP3-510D11.2",FALSE
"H6PD","OK","negbinomial.size",0.148784784514533,0.353771592919726,"H6PD","ENSG00000049239","False",386,0.12170088,0.11484618,88.6803519061584,415,6.0306854,386,"H6PD",FALSE
"SPSB1","OK","negbinomial.size",0.0579707380303707,0.181325011373709,"SPSB1","ENSG00000171621","False",968,0.38739002,0.3274243,71.6129032258064,1321,7.186901,968,"SPSB1",FALSE
"SLC25A33","OK","negbinomial.size",8.92333817546607e-07,9.49761241448122e-06,"SLC25A33","ENSG00000171612","False",1905,1.313783,0.8388839,44.1348973607038,4480,8.407601,1905,"SLC25A33",FALSE
"TMEM201","OK","negbinomial.size",0.269595849910827,0.521744858293409,"TMEM201","ENSG00000188807","False",516,0.17155425,0.15833129,84.8680351906158,585,6.3733196,516,"TMEM201",FALSE
"PIK3CD","OK","negbinomial.size",0.746765453660397,0.902258763147803,"PIK3CD","ENSG00000171608","False",204,0.06510264,0.06307117,94.0175953079179,222,5.4071717,204,"PIK3CD",FALSE
"PIK3CD-AS2","OK","negbinomial.size",0.237156732911791,0.480500572336408,"PIK3CD-AS2","ENSG00000231789","False",1108,0.63108504,0.48924547,67.5073313782991,2152,7.6746173,1108,"PIK3CD-AS2",FALSE
"CLSTN1","OK","negbinomial.size",0.00315698417534665,0.0165634219834203,"CLSTN1","ENSG00000171603","False",2371,1.4841642,0.9099363,30.4692082111437,5061,8.529517,2371,"CLSTN1",FALSE
"CTNNBIP1","OK","negbinomial.size",0.00244943407546065,0.0132564099076004,"CTNNBIP1","ENSG00000178585","False",2644,2.1073313,1.1337643,22.4633431085044,7186,8.880029,2644,"CTNNBIP1",FALSE
"RP11-84A14.5","OK","negbinomial.size",0.999999999526373,0.999999999652452,"RP11-84A14.5","ENSG00000223989","False",3,0.0008797654,0.0008793786,99.9120234604106,3,1.3862944,3,"RP11-84A14.5",FALSE
"LZIC","OK","negbinomial.size",0.000853382628153414,0.0052139815076379,"LZIC","ENSG00000162441","False",2522,2.1944282,1.1614081,26.0410557184751,7483,8.920523,2522,"LZIC",FALSE
"NMNAT1","OK","negbinomial.size",0.113819222773402,0.294459483869124,"NMNAT1","ENSG00000173614","False",819,0.29442814,0.258069,75.9824046920821,1004,6.9127426,819,"NMNAT1",FALSE
"RBP7","OK","negbinomial.size",9.17602129614982e-17,2.71230441351462e-15,"RBP7","ENSG00000162444","False",548,0.2926686,0.25670877,83.9296187683285,998,6.906755,548,"RBP7",TRUE
"UBE4B","OK","negbinomial.size",0.729657431320112,0.893266185250137,"UBE4B","ENSG00000130939","False",1249,0.4870968,0.39682576,63.3724340175953,1661,7.415777,1249,"UBE4B",FALSE
"KIF1B","OK","negbinomial.size",0.619493124563637,0.825114888264447,"KIF1B","ENSG00000054523","False",1388,0.58328444,0.45950145,59.2961876832845,1989,7.59589,1388,"KIF1B",FALSE
"PGD","OK","negbinomial.size",0.00590005160595316,0.0286379643658729,"PGD","ENSG00000142657","False",1632,0.7463343,0.5575189,52.1407624633431,2545,7.842279,1632,"PGD",FALSE
"RP4-736L20.3","OK","negbinomial.size",0.871395383343209,0.969879064071987,"RP4-736L20.3","ENSG00000271989","False",15,0.004398827,0.0043891803,99.5601173020528,15,2.7725887,15,"RP4-736L20.3",FALSE
"APITD1-CORT","OK","negbinomial.size",0.697366355773707,0.874974372914673,"APITD1-CORT","ENSG00000251503","False",222,0.06803519,0.065820694,93.4897360703812,232,5.4510384,222,"APITD1-CORT",FALSE
"APITD1","OK","negbinomial.size",9.02107093776945e-18,2.83906585368168e-16,"APITD1","ENSG00000175279","False",2300,1.6806451,0.98605746,32.5513196480938,5731,8.65382,2300,"APITD1",TRUE
"CORT","OK","negbinomial.size",0.0434770322776469,0.145172206027618,"CORT","ENSG00000241563","False",9,0.0026392962,0.0026358194,99.7360703812317,9,2.3025851,9,"CORT",FALSE
"DFFA","OK","negbinomial.size",2.0555698388968e-11,3.76885224052667e-10,"DFFA","ENSG00000160049","False",2907,3.4982405,1.5036863,14.7507331378299,11929,9.386811,2907,"DFFA",FALSE
"RP5-1113E3.3","OK","negbinomial.size",0.572848192460245,0.792174971631719,"RP5-1113E3.3","ENSG00000203469","False",20,0.0058651026,0.00584797,99.4134897360704,20,3.0445225,20,"RP5-1113E3.3",FALSE
"PEX14","OK","negbinomial.size",0.155347918005217,0.364542879739953,"PEX14","ENSG00000142655","False",1164,0.45395896,0.37429014,65.8651026392962,1548,7.345365,1164,"PEX14",FALSE
"CASZ1","OK","negbinomial.size",0.12188806536729,0.308419689683709,"CASZ1","ENSG00000130940","False",451,0.15923753,0.14776249,86.7741935483871,543,6.2989492,451,"CASZ1",FALSE
"RP4-734G22.3","OK","negbinomial.size",0.985816349892953,0.999999999652452,"RP4-734G22.3","ENSG00000272078","False",9,0.0026392962,0.0026358194,99.7360703812317,9,2.3025851,9,"RP4-734G22.3",FALSE
"TARDBP","OK","negbinomial.size",8.20798239624675e-13,1.76843924518291e-11,"TARDBP","ENSG00000120948","False",2408,1.4894428,0.91205895,29.3841642228739,5079,8.533067,2408,"TARDBP",FALSE
"MASP2","OK","negbinomial.size",0.0420988722022174,0.141495715769342,"MASP2","ENSG00000009724","False",3,0.0008797654,0.0008793786,99.9120234604106,3,1.3862944,3,"MASP2",FALSE
"RP4-635E18.8","OK","negbinomial.size",0.562576125460001,0.785599982980927,"RP4-635E18.8","ENSG00000271895","False",16,0.0046920823,0.004681109,99.5307917888563,16,2.8332133,16,"RP4-635E18.8",FALSE
"SRM","OK","negbinomial.size",1.51149992647467e-06,1.5623677124618e-05,"SRM","ENSG00000116649","False",3149,10.544868,2.4462411,7.65395894428153,35958,10.490134,3149,"SRM",FALSE
"EXOSC10","OK","negbinomial.size",1.37195891080734e-08,1.8631822309335e-07,"EXOSC10","ENSG00000171824","False",1300,0.5181818,0.41751343,61.8768328445748,1767,7.4776044,1300,"EXOSC10",FALSE
"RP4-635E18.7","OK","negbinomial.size",0.316326905726999,0.574220572620299,"RP4-635E18.7","ENSG00000226849","False",9,0.0026392962,0.0026358194,99.7360703812317,9,2.3025851,9,"RP4-635E18.7",FALSE
"RP4-635E18.6","OK","negbinomial.size",0.822753926785186,0.942762914703362,"RP4-635E18.6","ENSG00000230337","False",306,0.09618768,0.09183841,91.0263929618768,328,5.7960577,306,"RP4-635E18.6",FALSE
"MTOR","OK","negbinomial.size",0.0606612377752801,0.186850517502654,"MTOR","ENSG00000198793","False",1489,0.6243402,0.4851017,56.3343108504399,2129,7.6638775,1489,"MTOR",FALSE
"UBIAD1","OK","negbinomial.size",0.307784130621141,0.565382756357299,"UBIAD1","ENSG00000120942","False",1288,0.53519064,0.42865458,62.2287390029326,1825,7.509883,1288,"UBIAD1",FALSE
"RP1-69M21.2","OK","negbinomial.size",0.999999999526373,0.999999999652452,"RP1-69M21.2","ENSG00000235643","False",3,0.0011730206,0.0011723331,99.9120234604106,4,1.609438,3,"RP1-69M21.2",FALSE
"FBXO2","OK","negbinomial.size",2.70244467442874e-05,0.000225941189010262,"FBXO2","ENSG00000116661","False",1020,0.5900293,0.46375245,70.0879765395894,2012,7.6073813,1020,"FBXO2",TRUE
"FBXO44","OK","negbinomial.size",0.0596883375859334,0.185075137878087,"FBXO44","ENSG00000132879","False",636,0.22873901,0.20598845,81.3489736070381,780,6.660575,636,"FBXO44",FALSE
"FBXO6","OK","negbinomial.size",0.0178568603880519,0.0714309387829925,"FBXO6","ENSG00000116663","False",853,0.36451614,0.3107999,74.9853372434018,1243,7.126087,853,"FBXO6",FALSE
"MAD2L2","OK","negbinomial.size",8.80075610424716e-12,1.67682316631761e-10,"MAD2L2","ENSG00000116670","False",2647,2.2733138,1.1858028,22.375366568915,7752,8.955835,2647,"MAD2L2",FALSE
"DRAXIN","OK","negbinomial.size",0.681203241799113,0.866613945085792,"DRAXIN","ENSG00000162490","False",33,0.010557185,0.010501847,99.0322580645161,36,3.6109178,33,"DRAXIN",FALSE
"AGTRAP","OK","negbinomial.size",0.0612484040551552,0.188148391160557,"AGTRAP","ENSG00000177674","False",2142,1.2542522,0.8128183,37.1847507331378,4277,8.361241,2142,"AGTRAP",FALSE
"C1orf167","OK","negbinomial.size",0.112604205718886,0.292099138030601,"C1orf167","ENSG00000215910","False",9,0.0026392962,0.0026358194,99.7360703812317,9,2.3025851,9,"C1orf167",FALSE
"MTHFR","OK","negbinomial.size",0.0290245655033708,0.105654384317653,"MTHFR","ENSG00000177000","False",566,0.20674486,0.18792655,83.4017595307918,705,6.559615,566,"MTHFR",FALSE
"CLCN6","OK","negbinomial.size",0.64745886298031,0.84549244142784,"CLCN6","ENSG00000011021","False",272,0.08269795,0.07945603,92.0234604105572,282,5.645447,272,"CLCN6",FALSE
"NPPA-AS1","OK","negbinomial.size",0.855701305299474,0.961105260420223,"NPPA-AS1","ENSG00000242349","False",17,0.004985337,0.0049729515,99.5014662756598,17,2.8903718,17,"NPPA-AS1",FALSE
"NPPB","OK","negbinomial.size",0.521780973365094,0.756896149990081,"NPPB","ENSG00000120937","False",4,0.0011730206,0.0011723331,99.8826979472141,4,1.609438,4,"NPPB",FALSE
"KIAA2013","OK","negbinomial.size",1.12964049449113e-10,1.94872526182275e-09,"KIAA2013","ENSG00000116685","False",2108,1.1958945,0.78658944,38.1818181818182,4078,8.313607,2108,"KIAA2013",TRUE
"PLOD1","OK","negbinomial.size",0.000713300150338661,0.00444995588597042,"PLOD1","ENSG00000083444","False",1924,1.0747801,0.7298552,43.5777126099707,3665,8.206857,1924,"PLOD1",TRUE
"MFN2","OK","negbinomial.size",0.0312504039798842,0.112256331566855,"MFN2","ENSG00000116688","False",1617,0.726393,0.5460343,52.5806451612903,2477,7.815207,1617,"MFN2",FALSE
"MIIP","OK","negbinomial.size",1.34048820036536e-06,1.39619946417452e-05,"MIIP","ENSG00000116691","False",1591,0.8058651,0.5910398,53.3431085043988,2748,7.9189925,1591,"MIIP",FALSE
"TNFRSF8","OK","negbinomial.size",0.828510510132928,0.945856976662292,"TNFRSF8","ENSG00000120949","False",12,0.0035190615,0.003512884,99.6480938416422,12,2.5649493,12,"TNFRSF8",FALSE
"TNFRSF1B","OK","negbinomial.size",0.0178622287114712,0.0714384220543956,"TNFRSF1B","ENSG00000028137","False",417,0.18181819,0.16705409,87.7712609970674,620,6.431331,417,"TNFRSF1B",FALSE
"VPS13D","OK","negbinomial.size",0.16564807950993,0.381696979240785,"VPS13D","ENSG00000048707","False",829,0.30117303,0.26326618,75.6891495601173,1027,6.9353704,829,"VPS13D",FALSE
"DHRS3","OK","negbinomial.size",0.0127418711270249,0.0544539576650722,"DHRS3","ENSG00000162496","False",2176,1.5143695,0.92202204,36.1876832844575,5164,8.549661,2176,"DHRS3",TRUE
"RP11-474O21.5","OK","negbinomial.size",0.777697163642684,0.919865860715371,"RP11-474O21.5","ENSG00000272482","False",58,0.017302053,0.017154077,98.2991202346041,59,4.0943446,58,"RP11-474O21.5",FALSE
"PDPN","OK","negbinomial.size",0.130966059315322,0.324498618381643,"PDPN","ENSG00000162493","False",4,0.0029325513,0.0029282598,99.8826979472141,10,2.3978953,4,"PDPN",FALSE
"PRDM2","OK","negbinomial.size",0.922048108596771,0.991785308244746,"PRDM2","ENSG00000116731","False",1985,1.0293255,0.7077035,41.7888563049853,3510,8.163656,1985,"PRDM2",FALSE
"KAZN","OK","negbinomial.size",0.12612108790956,0.315960164424477,"KAZN","ENSG00000189337","False",365,0.12697947,0.11954102,89.2961876832845,433,6.0730443,365,"KAZN",FALSE
"TMEM51-AS1","OK","negbinomial.size",0.218506684809099,0.457133979025489,"TMEM51-AS1","ENSG00000175147","False",20,0.0058651026,0.00584797,99.4134897360704,20,3.0445225,20,"TMEM51-AS1",FALSE
"TMEM51","OK","negbinomial.size",6.57988970294999e-05,0.000514526214329072,"TMEM51","ENSG00000171729","False",1295,0.60703814,0.47439283,62.0234604105572,2070,7.635787,1295,"TMEM51",FALSE
"FHAD1","OK","negbinomial.size",0.432509111825953,0.684859183583618,"FHAD1","ENSG00000142621","False",68,0.020821115,0.020607319,98.0058651026393,71,4.276666,68,"FHAD1",FALSE
"RP3-467K16.2","OK","negbinomial.size",0.856761901986119,0.961886419988136,"RP3-467K16.2","ENSG00000233485","False",19,0.0058651026,0.00584797,99.4428152492669,20,3.0445225,19,"RP3-467K16.2",FALSE
"RP3-467K16.4","OK","negbinomial.size",0.00425372622356924,0.0215616726398211,"RP3-467K16.4","ENSG00000228140","False",47,0.014369502,0.014267239,98.6217008797654,49,3.912023,47,"RP3-467K16.4",FALSE
"EFHD2","OK","negbinomial.size",0.00121056494362044,0.00712764167582807,"EFHD2","ENSG00000142634","False",3055,3.7906158,1.566659,10.4105571847507,12926,9.467073,3055,"EFHD2",TRUE
"CTRC","OK","negbinomial.size",0.375580156382492,0.633807731913849,"CTRC","ENSG00000162438","False",9,0.0026392962,0.0026358194,99.7360703812317,9,2.3025851,9,"CTRC",FALSE
"CASP9","OK","negbinomial.size",0.705517338738164,0.879207475160931,"CASP9","ENSG00000132906","False",219,0.0686217,0.06636969,93.5777126099707,234,5.4595857,219,"CASP9",FALSE
"DNAJC16","OK","negbinomial.size",0.989563324150738,0.999999999652452,"DNAJC16","ENSG00000116138","False",846,0.29794723,0.26078397,75.1906158357771,1016,6.9246125,846,"DNAJC16",FALSE
"RP4-680D5.8","OK","negbinomial.size",0.999999999526373,0.999999999652452,"RP4-680D5.8","ENSG00000272510","False",7,0.0020527858,0.0020506817,99.7947214076246,7,2.0794415,7,"RP4-680D5.8",FALSE
"AGMAT","OK","negbinomial.size",0.521822583082489,0.756896149990081,"AGMAT","ENSG00000116771","False",530,0.17917888,0.16481833,84.4574780058651,611,6.4167323,530,"AGMAT",FALSE
"RP4-680D5.2","OK","negbinomial.size",0.951293252422651,0.999999999652452,"RP4-680D5.2","ENSG00000237301","False",8,0.0023460411,0.0023432935,99.7653958944282,8,2.1972246,8,"RP4-680D5.2",FALSE
"DDI2","OK","negbinomial.size",0.389740054527099,0.646979893832574,"DDI2","ENSG00000197312","False",1138,0.44222873,0.36618966,66.6275659824047,1508,7.3192024,1138,"DDI2",FALSE
"PLEKHM2","OK","negbinomial.size",0.0376563565310803,0.130206717817389,"PLEKHM2","ENSG00000116786","False",972,0.35073313,0.3006475,71.4956011730205,1196,7.0875735,972,"PLEKHM2",FALSE
"SLC25A34","OK","negbinomial.size",0.941649679756838,0.999999999652452,"SLC25A34","ENSG00000162461","False",14,0.004398827,0.0043891803,99.5894428152493,15,2.7725887,14,"SLC25A34",FALSE
"RP11-169K16.4","OK","negbinomial.size",0.0415097034246725,0.140045538891466,"RP11-169K16.4","ENSG00000224459","False",7,0.0020527858,0.0020506817,99.7947214076246,7,2.0794415,7,"RP11-169K16.4",FALSE
"FBLIM1","OK","negbinomial.size",0.134468923467266,0.330674805196658,"FBLIM1","ENSG00000162458","False",734,0.28387097,0.2498797,78.475073313783,968,6.8762646,734,"FBLIM1",FALSE
"UQCRHL","OK","negbinomial.size",0.30224317785816,0.560330471847015,"UQCRHL","ENSG00000233954","False",895,0.3196481,0.2773651,73.7536656891496,1090,6.99485,895,"UQCRHL",FALSE
"FLJ37453","OK","negbinomial.size",0.0181544084727912,0.0723519596208314,"FLJ37453","ENSG00000179743","False",778,0.26950148,0.23862429,77.1847507331378,919,6.8243737,778,"FLJ37453",FALSE
"SPEN","OK","negbinomial.size",0.0229491483877854,0.0878606102756358,"SPEN","ENSG00000065526","False",2362,1.3706745,0.8631745,30.733137829912,4674,8.449985,2362,"SPEN",FALSE
"ZBTB17","OK","negbinomial.size",0.64923376137009,0.846781582119035,"ZBTB17","ENSG00000116809","False",493,0.16392961,0.15180187,85.5425219941349,559,6.3279366,493,"ZBTB17",FALSE
"HSPB7","OK","negbinomial.size",0.800728909811528,0.931743176830198,"HSPB7","ENSG00000173641","False",6,0.0017595307,0.0017579846,99.8240469208211,6,1.9459101,6,"HSPB7",FALSE
"CLCNKA","OK","negbinomial.size",0.70413586680231,0.878781669128665,"CLCNKA","ENSG00000186510","False",5,0.0014662757,0.0014652017,99.8533724340176,5,1.7917595,5,"CLCNKA",FALSE
"CLCNKB","OK","negbinomial.size",0.0724856675131052,0.21265724776719,"CLCNKB","ENSG00000184908","False",5,0.0014662757,0.0014652017,99.8533724340176,5,1.7917595,5,"CLCNKB",FALSE
"FAM131C","OK","negbinomial.size",0.0423970186963652,0.142357242622597,"FAM131C","ENSG00000185519","False",310,0.11260997,0.10670858,90.9090909090909,384,5.9532433,310,"FAM131C",FALSE
"EPHA2","OK","negbinomial.size",2.19449409927043e-14,5.32334227762453e-13,"EPHA2","ENSG00000142627","False",2190,1.402346,0.8764458,35.7771260997067,4782,8.472823,2190,"EPHA2",FALSE
"RP11-276H7.2","OK","negbinomial.size",0.464858063847982,0.712292670051047,"RP11-276H7.2","ENSG00000227959","False",87,0.025806451,0.025479086,97.4486803519062,88,4.4886365,87,"RP11-276H7.2",FALSE
"RP11-276H7.3","OK","negbinomial.size",0.704390276888359,0.878949319892658,"RP11-276H7.3","ENSG00000224621","False",27,0.007917888,0.007886707,99.208211143695,27,3.3322046,27,"RP11-276H7.3",FALSE
"ARHGEF19","OK","negbinomial.size",0.820550378296737,0.941693244687784,"ARHGEF19","ENSG00000142632","False",459,0.14428152,0.13477695,86.5395894428152,492,6.200509,459,"ARHGEF19",FALSE
"RSG1","OK","negbinomial.size",0.659356920050656,0.852730804927902,"RSG1","ENSG00000132881","False",191,0.058651026,0.05699548,94.3988269794721,200,5.3033047,191,"RSG1",FALSE
"FBXO42","OK","negbinomial.size",0.923665574378977,0.992571010799837,"FBXO42","ENSG00000037637","False",936,0.33108506,0.28599444,72.5513196480939,1129,7.029973,936,"FBXO42",FALSE
"SZRD1","OK","negbinomial.size",3.98897169748391e-05,0.000324729959829051,"SZRD1","ENSG00000055070","False",2922,2.7709677,1.3273317,14.3108504398827,9449,9.15377,2922,"SZRD1",FALSE
"SPATA21","OK","negbinomial.size",0.586624392551171,0.802478281284419,"SPATA21","ENSG00000187144","False",49,0.014369502,0.014267239,98.5630498533724,49,3.912023,49,"SPATA21",FALSE
"NECAP2","OK","negbinomial.size",0.00261131686305926,0.0139916439999962,"NECAP2","ENSG00000157191","False",1717,0.82580644,0.60202175,49.6480938416422,2816,7.9434276,1717,"NECAP2",FALSE
"RP4-798A10.2","OK","negbinomial.size",0.52543504650385,0.759583827923289,"RP4-798A10.2","ENSG00000226029","False",114,0.034604106,0.034018848,96.6568914956012,118,4.7791233,114,"RP4-798A10.2",FALSE
"RP4-798A10.7","OK","negbinomial.size",0.458186126427758,0.706618214458392,"RP4-798A10.7","ENSG00000261135","False",113,0.03489736,0.034302253,96.6862170087977,119,4.787492,113,"RP4-798A10.7",FALSE
"RP4-798A10.4","OK","negbinomial.size",0.92217756066207,0.991785308244746,"RP4-798A10.4","ENSG00000224174","False",11,0.0032258064,0.0032206147,99.6774193548387,11,2.4849067,11,"RP4-798A10.4",FALSE
"RP5-875O13.1","OK","negbinomial.size",0.946765244788532,0.999999999652452,"RP5-875O13.1","ENSG00000233421","False",5,0.0014662757,0.0014652017,99.8533724340176,5,1.7917595,5,"RP5-875O13.1",FALSE
"NBPF1","OK","negbinomial.size",4.43661946345386e-07,4.88506482701051e-06,"NBPF1","ENSG00000219481","False",1122,0.4744868,0.38831,67.0967741935484,1618,7.389564,1122,"NBPF1",FALSE
"CROCC","OK","negbinomial.size",0.439234485848827,0.690843295915773,"CROCC","ENSG00000058453","False",158,0.04897361,0.04781217,95.366568914956,167,5.123964,158,"CROCC",FALSE
